716,daughter ,কন্যা,
717,day ,দিন,
718,dead ,মৃত,
719,deaf ,বধির,
720,deal ,চুক্তি,
721,dealer ,ব্যবসায়ী,
722,dear ,প্রিয়,
723,dear  ,প্রিয়,
724,death ,মৃত্যু,
725,debate ,বিতর্ক,
726,debt ,debtণ,
727,decade ,দশক,
728,decent ,শালীন,
729,decide ,সিদ্ধান্ত,
730,decision ,সিদ্ধান্ত,
731,declare ,ঘোষণা,
732,decline ,পতন,
733,deep ,গভীর,
734,deeply ,গভীরভাবে,
735,defeat ,পরাজয়,
736,defence ,প্রতিরক্ষা,
737,defend ,রক্ষা করা,
738,define ,সংজ্ঞায়িত করা,
739,definite ,নির্দিষ্ট,
740,definitely ,স্পষ্টভাবে,
741,definition ,সংজ্ঞা,
742,degree ,ডিগ্রি,
743,delay ,বিলম্ব,
744,deliberately ,ভেবেচিন্তে,
745,deliver ,বিতরণ,
746,delivery ,বিতরণ,
747,demand ,চাহিদা,
748,democracy ,গণতন্ত্র,
749,democratic ,গণতান্ত্রিক,
750,demonstrate ,প্রদর্শন,
751,demonstration ,প্রদর্শন,
752,dentist ,চিকিত্সক,
753,deny ,অস্বীকার,
754,department ,বিভাগ,
755,departure ,প্রস্থান,
756,depend ,নির্ভর,
757,dependent ,নির্ভরশীল,
758,deposit ,জমা,
759,depression ,বিষণ্ণতা,
760,depth ,গভীরতা,
761,derive ,প্রাপ্ত,
762,describe ,বর্ণনা,
763,description ,বর্ণনা,
764,desert ,মরুভূমি,
765,deserve ,প্রাপ্য,
766,design ,নকশা,
767,designer ,নকশাকার,
768,desire ,ইচ্ছা,
769,desk ,ডেস্ক,
770,desperate ,মরিয়া,
771,despite ,সত্ত্বেও,
772,destroy ,ধ্বংস,
773,destruction ,ধ্বংস,
774,detail ,বিশদ,
775,detailed ,বিশদ,
776,detect ,সনাক্ত,
777,determination ,সংকল্প,
778,determine ,নির্ধারণ,
779,determined ,সংকল্পবদ্ধ,
780,develop ,বিকাশ,
781,development ,বিকাশ,
782,device ,যন্ত্র,
783,devil ,শয়তান,
784,diagram ,চিত্র,
785,diamond ,হীরা,
786,diary ,ডায়েরি,
787,die ,মারা,
788,diet ,ডায়েট,
789,differ ,পার্থক্য,
790,difference ,পার্থক্য,
791,different ,বিভিন্ন,
792,difficult ,কঠিন,
793,difficulty ,অসুবিধা,
794,dig ,খনন করা,
795,dimension ,মাত্রা,
796,dinner ,রাতের খাবার,
797,direct ,সরাসরি,
798,direction ,অভিমুখ,
799,directly ,সরাসরি,
800,director ,পরিচালক,
801,directory ,ডিরেক্টরি,
802,dirt ,ময়লা,
803,dirty ,নোংরা,
804,disabled ,অক্ষম,
805,disagree ,অসমত,
806,disappear ,অদৃশ্য,
807,disappoint ,হতাশ,
808,disappointed ,হতাশ,
809,disaster ,বিপর্যয়,
810,disc ,ডিস্ক,
811,discipline ,শৃঙ্খলা,
812,discount ,ছাড়,
813,discover ,আবিষ্কার,
814,discovery ,আবিষ্কার,
815,discuss ,আলোচনা করা,
816,discussion ,আলোচনা,
817,disease ,রোগ,
818,disgusting ,জঘন্য,
819,dish ,থালা,
820,disk ,ডিস্ক,
821,dismiss ,বরখাস্ত করা,
822,display ,প্রদর্শন,
823,dispute ,বিতর্ক,
824,distance ,দূরত্ব,
825,distant ,দূর,
826,distinct ,স্বতন্ত্র,
827,distinction ,পার্থক্য,
828,distinguish ,পার্থক্য করা,
829,distribute ,বিতরণ,
830,distribution ,বিতরণ,
831,district ,জেলা,
832,disturb ,ঝামেলা,
833,divide ,বিভক্ত করা,
834,division ,বিভাগ,
835,divorce ,বিবাহবিচ্ছেদ,
836,do ,কর,Don’t keep your money in non-islamic Bank.f
837,doctor ,ডাক্তার,
838,document ,দলিল,
839,dog ,কুকুর,
840,dollar ,ডলার,
841,domestic ,গার্হস্থ্য,
842,dominant ,প্রভাবশালী,
843,dominate ,আয়ত্ত করা,
844,door ,দরজা,
845,dot ,বিন্দু,
846,double ,দ্বিগুণ,
847,doubt ,সন্দেহ,
848,down ,নিচে,
849,downstairs ,নীচে,
850,downtown ,শহরের কেন্দ্রস্থল,
851,dozen ,ডজন,
852,draft ,খসড়া,
853,drag ,টানুন,
854,drama ,নাটক,
855,dramatic ,নাটকীয়,
856,draw ,আঁকুন,
857,drawer ,ড্রয়ার,
858,drawing ,অঙ্কন,
859,dream ,স্বপ্ন,
860,dress ,পোশাক,
861,drink ,পান করা,
862,drive ,ড্রাইভ,
863,driver ,চালক,
864,drop ,ড্রপ,
865,drug ,ড্রাগ,
866,drunk ,মাতাল,
867,dry ,শুকনো,
868,duck ,হাঁস,
869,dude ,শহরবাসী,
870,due ,বাকি,
871,dull ,নিস্তেজ,
872,dumb ,বোবা,
873,dump ,ফেলা,
874,during ,সময়,
875,dust ,ধূলা,
876,duty ,কর্তব্য,
877,DVD ,ডিভিডি,
878,each ,প্রতিটি,
879,each other ,একে অপরকে,
880,ear ,কান,
881,early ,তাড়াতাড়ি,
882,earn ,উপার্জন,
883,earth ,পৃথিবী,
884,ease ,স্বাচ্ছন্দ্য,
885,easily ,সহজেই,
886,east ,পূর্ব,
887,eastern ,পূর্ব,
888,easy ,সহজ,
889,eat ,খাওয়া,
890,economic ,অর্থনৈতিক,
891,economics ,অর্থনীতি,
892,economy ,অর্থনীতি,
893,edge ,প্রান্ত,
894,edition ,সংস্করণ,
895,editor ,সম্পাদক,
896,education ,শিক্ষা,
897,educational ,শিক্ষামূলক,
898,efficiency ,দক্ষতা,
899,efficient ,দক্ষ,
900,effect ,প্রভাব,
901,effective ,কার্যকর,
902,effectively ,কার্যকরভাবে,
903,effort ,প্রচেষ্টা,
904,egg ,ডিম,
905,either ,হয়,
906,elderly ,প্রবীণ,
907,elect ,নির্বাচিত,
908,election ,নির্বাচন,
909,electric ,বৈদ্যুতিক,
910,electrical ,বৈদ্যুতিক,
911,electricity ,বিদ্যুৎ,
912,electronic ,বৈদ্যুতিক,
913,element ,উপাদান,
914,elevator ,লিফট,
915,else ,অন্য,
916,elsewhere ,অন্য কোথাও,
917,email ,ইমেল,
918,embarrassed ,বিব্রত,
919,emerge ,উত্থান,
920,emergency ,জরুরী,
921,emotion ,আবেগ,
922,emotional ,সংবেদনশীল,
923,emphasis ,জোর,
924,emphasize ,জোর দেওয়া,
925,empire ,সাম্রাজ্য,
926,employ ,নিয়োগ,
927,employee ,কর্মচারী,
928,employer ,নিয়োগকর্তা,
929,employment ,কর্মসংস্থান,
930,empty ,খালি,
931,enable ,সক্ষম করুন,
932,encounter ,মুখোমুখি,
933,encourage ,উত্সাহ,
934,encouraging ,উত্সাহজনক,
935,end ,শেষ,
936,enemy ,শত্রু,
937,energy ,শক্তি,
938,engage ,নিযুক্ত করা,
939,engine ,ইঞ্জিন,
940,engineer ,ইঞ্জিনিয়ার,
941,engineering ,প্রকৌশল,
942,enhance ,বাড়ান,
943,enjoy ,উপভোগ করুন,
944,enjoyable ,উপভোগ্য,
945,enormous ,প্রচুর,
946,enough ,যথেষ্ট,
947,enquiry ,অনুসন্ধান,
948,ensure ,নিশ্চিত করা,
949,enter ,প্রবেশ করান,
950,enterprise ,উদ্যোগ,
951,entertainment ,বিনোদন,
952,enthusiasm ,উত্সাহ,
953,enthusiastic ,উদ্যমী,
954,entire ,পুরো,
955,entirely ,পুরোপুরি,
956,entitle ,এনটাইটেল,
957,entrance ,প্রবেশদ্বার,
958,entry ,প্রবেশ,
959,envelope ,খাম,
960,environment ,পরিবেশ,
961,environmental ,পরিবেশগত,
962,equal ,সমান,
963,equally ,সমানভাবে,
964,equipment ,সরঞ্জাম,
965,equivalent ,সমতুল্য,
966,era ,যুগ,
967,error ,ত্রুটি,
968,escape ,পালানো,
969,especially ,বিশেষত,
970,essay ,প্রবন্ধ,
971,essential ,অপরিহার্য,
972,essentially ,মূলত,
973,establish ,প্রতিষ্ঠিত,
974,establishment ,প্রতিষ্ঠা,
975,estate ,সম্পত্তি,
976,estimate ,অনুমান,
977,ethnic ,জাতিগত,
978,even ,এমন কি,
979,evening ,সন্ধ্যা,
980,event ,ইভেন্ট,
981,eventually ,অবশেষে,
982,ever ,সর্বদা,
983,every ,প্রতি,
984,everybody ,সবাই,
985,everyone ,সবাই,
986,everything ,সব,
987,everywhere ,সর্বত্র,
988,evidence ,প্রমান,
989,evil ,অশুভ,
990,exact ,হুবহু,
991,exactly ,ঠিক,
992,exam ,পরীক্ষা,
993,examination ,পরীক্ষা,
994,examine ,পরীক্ষা করা,
995,example ,উদাহরণ,
996,excellent ,দুর্দান্ত,
997,except ,বাদে,
998,exception ,ব্যতিক্রম,
999,exchange ,বিনিময়,
1000,excitement ,উত্তেজনা,
1001,exciting ,উত্তেজনাপূর্ণ,
1002,exclude ,বাদ দিন,
1003,excuse ,অজুহাত,
1004,executive ,কার্যনির্বাহী,
1005,exercise ,অনুশীলন,
1006,exhibition ,প্রদর্শনী,
1007,exist ,উপস্থিত,
1008,existence ,অস্তিত্ব,
1009,existing ,বিদ্যমান,
1010,exit ,প্রস্থান,
1011,expand ,বিস্তৃত করা,
1012,expansion ,প্রসারণ,
1013,expect ,প্রত্যাশা,
1014,expectation ,প্রত্যাশা,
1015,expenditure ,ব্যয়,
1016,expense ,ব্যয়,
1017,expensive ,ব্যয়বহুল,
1018,experience ,অভিজ্ঞতা,
1019,experienced ,অভিজ্ঞ,
1020,experiment ,পরীক্ষা,
1021,experimental ,পরীক্ষামূলক,
1022,expert ,বিশেষজ্ঞ,
1023,explain ,ব্যাখ্যা করা,
1024,explanation ,ব্যাখ্যা,
1025,explore ,অন্বেষণ,
1026,explosion ,বিস্ফোরণ,
1027,export ,এক্সপোর্ট,
1028,expose ,প্রকাশ করা,
1029,express ,প্রকাশ করা,
1030,expression ,অভিব্যক্তি,
1031,extend ,প্রসারিত করা,
1032,extension ,এক্সটেনশন,
1033,extensive ,বিস্তৃত,
1034,extent ,ব্যাপ্তি,
1035,external ,বাহ্যিক,
1036,extra ,অতিরিক্ত,
1037,extraordinary ,অসাধারণ,
1038,extreme ,চরম,
1039,extremely ,অত্যন্ত,
1040,eye ,চক্ষু,
1041,face ,মুখ,
1042,facility ,সুবিধা,
1043,fact ,সত্য,
1044,factor ,ফ্যাক্টর,
1045,factory ,কারখানা,
1046,fail ,ব্যর্থ,
1047,failure ,ব্যর্থতা,
1048,fair ,ফর্সা,
1049,fairly ,মোটামুটি,
1050,faith ,বিশ্বাস,
1051,fall ,পড়া,
1052,false ,মিথ্যা,
1053,familiar ,পরিচিত,
1054,family ,পরিবার,
1055,famous ,বিখ্যাত,
1056,fan ,ফ্যান,
1057,fancy ,অভিনব,
1058,fantastic ,দুর্দান্ত,
1059,far ,অনেক দূরে,
1060,farm ,খামার,
1061,farmer ,কৃষক,
1062,fascinating ,আকর্ষণীয়,
1063,fashion ,ফ্যাশন,
1064,fast ,দ্রুত,
1065,fat ,চর্বি,
1066,father ,পিতা,
1067,fault ,দোষ,
1068,favour ,আনুকূল্য,
1069,favourite ,প্রিয়,
1070,fear ,ভয়,
1071,feature ,বৈশিষ্ট্য,
1072,federal ,ফেডারেল,
1073,fee ,ফি,
1074,feed ,খাওয়ান,
1075,feedback ,প্রতিক্রিয়া,
1076,feel ,অনুভব করা,
1077,feeling ,অনুভূতি,
1078,fellow ,সহকর্মী,
1079,female ,মহিলা,
1080,fence ,বেড়া,
1081,festival ,উৎসব,
1082,fetch ,আনা,
1083,few ,কয়েক,
1084,field ,ক্ষেত্র,
1085,fight ,লড়াই,
1086,figure ,চিত্র,
1087,file ,ফাইল,
1088,fill ,পূরণ,
1089,film ,ফিল্ম,
1090,filthy ,নোংরা,
1091,final ,চূড়ান্ত,
1092,finally ,শেষ পর্যন্ত,
1093,finance ,অর্থায়ন,
1094,financial ,আর্থিক,
1095,find ,অনুসন্ধান,
1096,finding ,সন্ধান করা,
1097,fine ,ঠিক আছে,
1098,finger ,আঙুল,
1099,finish ,শেষ,
1100,fire ,আগুন,
1101,firm ,দৃঢ়,
1102,first ,প্রথম,
1103,firstly ,প্রথমত,
1104,fish ,মাছ,
1105,fishing ,মাছ ধরা,
1106,fit ,ফিট,
1107,fix ,ঠিক কর,
1108,fixed ,স্থির,
1109,flash ,ফ্ল্যাশ,
1110,flat ,সমান,
1111,flavour ,গন্ধ,
1112,flesh ,মাংস,
1113,flight ,বিমান,
1114,flood ,বন্যা,
1115,floor ,মেঝে,
1116,flow ,প্রবাহ,
1117,flower ,ফুল,
1118,fly ,উড়ে,
1119,focus ,ফোকাস,
1120,fold ,ভাঁজ,
1121,folk ,লোক,
1122,follow ,অনুসরণ,
1123,following ,নিম্নলিখিত,
1124,food ,খাদ্য,
1125,foot ,পা,
1126,football ,ফুটবল,
1127,for ,জন্য,
1128,force ,জোর,
1129,foreign ,বিদেশী,
1130,forest ,বন। জংগল,
1131,forever ,চিরতরে,
1132,forget ,ভুলে যাও,
1133,forgive ,ক্ষমা,
1134,fork ,কাঁটাচামচ,
1135,form ,ফর্ম,
1136,formal ,প্রথাগত,
1137,formally ,আনুষ্ঠানিকভাবে,
1138,formation ,গঠন,
1139,former ,প্রাক্তন,
1140,formula ,সূত্র,
1141,forth ,সামনে,
1142,fortnight ,পাক্ষিক,
1143,fortunate ,ভাগ্যবান,
1144,fortune ,ভাগ্য,
1145,forward ,এগিয়ে,
1146,foundation ,ভিত্তি,
1147,frame ,ফ্রেম,
1148,frankly ,অকপটে,
1149,free ,বিনামূল্যে,
1150,freedom ,স্বাধীনতা,
1151,freeway ,ফ্রিওয়ে,
1152,freeze ,বরফে পরিণত করা,
1153,freezer ,ফ্রিজার,
1154,frequent ,ঘন ঘন,
1155,frequently ,ঘন ঘন,
1156,fresh ,সতেজ,
1157,fridge ,ফ্রিজ,
1158,friend ,বন্ধু,
1159,friendly ,বন্ধুত্বপূর্ণ,
1160,friendship ,বন্ধুত্ব,
1161,frightened ,ভীত,
1162,from ,থেকে,
1163,front ,সামনের,
1164,fruit ,ফল,
1165,fry ,ভাজা,
1166,fuel ,জ্বালানী,
1167,full ,সম্পূর্ণ,
1168,fully ,পুরোপুরি,
1169,fun ,মজা,
1170,function ,ফাংশন,
1171,fund ,তহবিল,
1172,fundamental ,মৌলিক,
1173,funeral ,অন্ত্যেষ্টিক্রিয়া,
1174,funny ,হাস্যকর,
1175,furniture ,আসবাবপত্র,
1176,further ,আরও,
1177,fuss ,হৈ চৈ,
1178,future ,ভবিষ্যত,
1179,gain ,লাভ করা,
1180,gallery ,গ্যালারী,
1181,game ,খেলা,
1182,gang ,গ্যাং,
1183,gap ,ফাঁক,
1184,garage ,গ্যারেজ,
1185,garbage ,আবর্জনা,
1186,garden ,উদ্যান,
1187,garlic ,রসুন,
1188,gas ,গ্যাস,
1189,gasoline ,পেট্রল,
1190,gate ,গেট,
1191,gather ,জড়ো করা,
1192,gay ,সমকামী,
1193,gear ,গিয়ার,
1194,gene ,জিন,
1195,general ,সাধারণ,
1196,generally ,সাধারণত,
1197,generate ,উত্পন্ন করা,
1198,generation ,প্রজন্ম,
1199,generous ,উদার,
1200,gentle ,মৃদু,
1201,gentleman ,ভদ্রলোক,
1202,gently ,আলতো করে,
1203,genuine ,অকৃত্রিম,
1204,get ,পাওয়া,
1205,giant ,দৈত্য,
1206,gift ,উপহার,
1207,girl ,মেয়ে,
1208,girlfriend ,বান্ধবী,
1209,give ,দিতে,
1210,glad ,আনন্দিত,
1211,glance ,এক পলক দেখা,
1212,glass ,গ্লাস,
1213,global ,গ্লোবাল,
1214,glove ,গ্লাভস,
1215,go ,যাওয়া,
1216,goal ,লক্ষ্য,
1217,god ,সৃষ্টিকর্তা,
1218,gold ,সোনার,
1219,golden ,সোনালী,
1220,golf ,গল্ফ,
1221,good ,ভাল,
1222,good morning  ,সুপ্রভাত,
1223,good night  ,শুভ রাত্রি,
1224,goodbye  ,বিদায়,
1225,goodness ,মঙ্গল,
1226,goods ,মাল,
1227,gorgeous ,টকটকে,
1228,gosh  ,গোশ,
1229,govern ,পরিচালনা,
1230,government ,সরকার,
1231,governor ,গভর্নর,
1232,grab ,দখল,
1233,grade ,শ্রেণী,
1234,gradually ,ধীরে ধীরে,
1235,gram ,ছোলা,
1236,grammar ,ব্যাকরণ,
1237,grand ,গ্র্যান্ড,
1238,grandad ,গ্র্যান্ডাড,
1239,grandfather ,দাদা,
1240,grandma ,ঠাকুমা,
1241,grandmother ,দাদী,
1242,grandpa ,পিতামহ,
1243,granny ,বৃদ্ধা,
1244,grant ,প্রদান,
1245,graph ,চিত্রলেখ,
1246,grass ,ঘাস,
1247,grateful ,কৃতজ্ঞ,
1248,great ,দুর্দান্ত,
1249,greatly ,ব্যাপকভাবে,
1250,green ,সবুজ,
1251,grey ,ধূসর,
1252,grocery ,মুদিখানা,
1253,gross ,স্থূল,
1254,ground ,স্থল,
1255,group ,দল,A group of people tried to advertise illegal ideas.
1256,grow ,বৃদ্ধি,
1257,growth ,বৃদ্ধি,
1258,guarantee ,গ্যারান্টি,
1259,guard ,প্রহরী,
1260,guess ,অনুমান,
1261,guest ,অতিথি,
1262,guidance ,গাইডেন্স,
1263,guide ,গাইড,
1264,guilty ,দোষী,
1265,guitar ,গিটার,
1266,gun ,বন্দুক,
1267,guy ,লোক,
1268,habit ,অভ্যাস,
1269,hair ,চুল,
1270,half ,অর্ধেক,
1271,half ,অর্ধেক,
1272,halfway ,অর্ধেক,
1273,hall ,হল,
1274,hand ,হাত,
1275,handbag ,হ্যান্ডব্যাগ,
1276,handle ,হাতল,
1277,handy ,সহজ,
1278,hang ,ফাঁসি,
1279,happen ,ঘটবে,
1280,happy ,সুখী,
1281,hard ,শক্ত,
1282,hardly ,কষ্টে,
1283,harm ,ক্ষতি,
1284,hat ,টুপি,
1285,hate ,ঘৃণা,
1286,have ,আছে,
1287,he ,তিনি,
1288,head ,মাথা,
1289,headquarters ,সদর দফতর,
1290,health ,স্বাস্থ্য,
1291,healthy ,সুস্থ,
1292,hear ,শুনুন,
1293,hearing ,শ্রবণ,
1294,heart ,হৃদয়,
1295,heat ,উত্তাপ,
1296,heater ,হিটার,
1297,heating ,গরম করার,
1298,heaven ,স্বর্গ,
1299,heavily ,ভারী,
1300,heavy ,ভারী,
1301,height ,উচ্চতা,
1302,hell ,নরক,
1303,hello  ,হ্যালো,
1304,help ,সাহায্য,
1305,helpful ,সহায়ক,
1306,hence ,অতএব,
1307,her ,তার,
1308,here ,এখানে,
1309,hero ,নায়ক,
1310,hers ,তার,
1311,herself ,নিজেকে,
1312,hesitate ,দ্বিধা,
1313,hi  ,ওহে,
1314,hide ,আড়াল,
1315,high ,উচ্চ,
1316,highlight ,লক্ষণীয় করা,
1317,highly ,অত্যন্ত,
1318,highway ,হাইওয়ে,
1319,hill ,পাহাড়,
1320,him ,তার,
1321,himself ,নিজেই,
1322,hire ,ভাড়া,
1323,his ,তার,
1324,historian ,ইতিহাসবিদ,
1325,historical ,.তিহাসিক,
1326,history ,ইতিহাস,
1327,hit ,আঘাত,
1328,hold ,রাখা,
1329,holder ,ধারক,
1330,holding ,ধারণ,
1331,hole ,গর্ত,
1332,holiday ,ছুটি,
1333,holy ,পবিত্র,
1334,home ,বাড়ি,
1335,homework ,বাড়ির কাজ,
1336,honest ,সৎ,
1337,honestly ,সত্যি বলতে,
1338,honey ,মধু,
1339,honour ,সম্মান,
1340,hook ,হুক,
1341,hope ,আশা,
1342,hopefully ,আশা করি,
1343,hopeless ,হতাশ,
1344,horrible ,ভয়াবহ,
1345,horror ,ভয়াবহতা,
1346,horse ,ঘোড়া,
1347,hospital ,হাসপাতাল,
1348,host ,হোস্ট,
1349,hot ,গরম,
1350,hotel ,হোটেল,
1351,hour ,ঘন্টা,
1352,house ,গৃহ,
1353,household ,পরিবার,
1354,housing ,হাউজিং,
1355,how ,কিভাবে,
1356,however ,যাহোক,
1357,huge ,বিশাল,
1358,human ,মানব,
1359,hungry ,ক্ষুধার্ত,
1360,hunt ,খোজা,
1361,hurry ,তাড়াতাড়ি,
1362,hurt ,আহত,
1363,husband ,স্বামী,
1364,I ,আমি,
1365,ice ,বরফ,
1366,ice cream ,আইসক্রিম,
1367,idea ,ধারণা,A group of people tried to advertise illegal ideas.
1368,ideal ,আদর্শ,
1369,ideally ,আদর্শভাবে,
1370,identify ,সনাক্ত,
1371,identity ,পরিচয়,
1372,idiot ,বোকা,
1373,if ,যদি,
1374,ignore ,উপেক্ষা,
1375,ill ,অসুস্থ,
1376,illegal ,অবৈধ,A group of people tried to advertise illegal ideas.
1377,illness ,অসুস্থতা,
1378,illustrate ,চিত্রিত করা,
1379,image ,চিত্র,
1380,imagination ,কল্পনা,
1381,imagine ,কল্পনা,
1382,immediate ,তাত্ক্ষণিক,
1383,immediately ,অবিলম্বে,
1384,impact ,প্রভাব,
1385,implement ,বাস্তবায়ন,
1386,implication ,জড়িত,
1387,imply ,বোঝা,
1388,import ,আমদানি,
1389,importance ,গুরুত্ব,
1390,important ,গুরুত্বপূর্ণ,
1391,impose ,চাপিয়ে দেওয়া,
1392,impossible ,অসম্ভব,
1393,impress ,ছাপ,
1394,impression ,ছাপ,
1395,impressive ,চিত্তাকর্ষক,
1396,improve ,উন্নতি,
1397,improvement ,উন্নতি,
1398,in ,ভিতরে,Don’t keep your money in non-islamic Bank.
1399,inch ,ইঞ্চি,
1400,incident ,ঘটনা,
1401,include ,অন্তর্ভুক্ত,
1402,including ,সহ,
1403,income ,আয়,
1404,incorporate ,নিগমবদ্ধ,
1405,increase ,বৃদ্ধি,
1406,increasingly ,ক্রমবর্ধমানভাবে,
1407,incredible ,অবিশ্বাস্য,
1408,incredibly ,অবিশ্বাস্যভাবে,
1409,indeed ,প্রকৃতপক্ষে,
1410,independence ,স্বাধীনতা,
1411,independent ,স্বতন্ত্র,
1412,index ,সূচক,
1413,indicate ,ইঙ্গিত,
1414,indication ,ইঙ্গিত,
1415,individual ,স্বতন্ত্র,
1416,industrial ,শিল্প,
1417,industry ,শিল্প,
1418,inevitable ,অনিবার্য,
1419,inevitably ,অনিবার্যভাবে,
1420,infant ,শিশু,
1421,infection ,সংক্রমণ,
1422,inflation ,মূল্যস্ফীতি,
1423,influence ,প্রভাব,
1424,inform ,অবহিত,
1425,informal ,অনানুষ্ঠানিক,
1426,information ,তথ্য,
1427,initial ,প্রাথমিক,
1428,initially ,প্রাথমিকভাবে,
1429,initiative ,উদ্যোগ,
1430,injure ,আহত,
1431,injury ,আঘাত,
1432,inner ,অভ্যন্তরীণ,
1433,innocent ,নির্দোষ,
1434,innovation ,নতুনত্ব,
1435,input ,ইনপুট,
1436,inquiry ,অনুসন্ধান,
1437,insect ,পোকা,
1438,inside ,ভিতরে,
1439,insist ,জেদ করা,
1440,inspection ,পরিদর্শন,
1441,inspector ,পরিদর্শক,
1442,install ,ইনস্টল,
1443,instance ,দৃষ্টান্ত,
1444,instant ,তাত্ক্ষণিক,
1445,instead ,পরিবর্তে,
1446,institute ,ইনস্টিটিউট,
1447,institution ,প্রতিষ্ঠান,
1448,instruction ,নির্দেশ,
1449,instrument ,যন্ত্র,
1450,insurance ,বীমা,
1451,intellectual ,বৌদ্ধিক,
1452,intelligence ,বুদ্ধি,
1453,intelligent ,বুদ্ধিমান,
1454,intend ,অভিপ্রায়,
1455,intense ,তীব্র,
1456,intention ,অভিপ্রায়,
1457,interaction ,মিথষ্ক্রিয়া,
1458,interest ,স্বার্থ,
1459,interested ,আগ্রহী,
1460,interesting ,মজাদার,
1461,internal ,অভ্যন্তরীণ,
1462,international ,আন্তর্জাতিক,
1463,internet ,ইন্টারনেট,
1464,interpret ,ব্যাখ্যা,
1465,interpretation ,ব্যাখ্যা,
1466,interval ,অন্তর,
1467,intervention ,হস্তক্ষেপ,
1468,interview ,সাক্ষাত্কার,
1469,into ,মধ্যে,
1470,introduce ,পরিচয় করিয়ে দেওয়া,
1471,introduction ,ভূমিকা,
1472,invest ,বিনিয়োগ,
1473,investigate ,তদন্ত,
1474,investigation ,তদন্ত,
1475,investment ,বিনিয়োগ,
1476,invite ,আমন্ত্রণ,
1477,involve ,জড়িত,
1478,involved ,জড়িত,
1479,involvement ,জড়িত হওয়া,
1480,iron ,লোহা,
1481,island ,দ্বীপ,
1482,issue ,সমস্যা,
1483,it ,এটা,
1484,item ,আইটেম,
1485,its ,এটি,
1486,itself ,নিজেই,
1487,jacket ,জ্যাকেট,
1488,jam ,জ্যাম,
1489,job ,কাজ,
1490,join ,যোগ দিন,
1491,joint ,যৌথ,
1492,joke ,রসিকতা,
1493,journalist ,সাংবাদিক,
1494,journey ,ভ্রমণ,
1495,joy ,আনন্দ,
1496,judge ,বিচারক,
1497,judgment ,রায়,
1498,juice ,রস,
1499,jump ,ঝাঁপ দাও,
1500,jumper ,জাম্পার,
1501,junior ,জুনিয়র,
1502,jury ,জুরি,
1503,just ,ঠিক,
1504,justice ,বিচার,
1505,justify ,ন্যায়সঙ্গত করা,
1506,keen ,উত্সাহী,
1507,keep ,রাখা,Don’t keep your money in non-islamic Bank.
1508,kettle ,কেটলি,
1509,key ,মূল,
1510,keyboard ,কীবোর্ড,
1511,kick ,লাথি,
1512,kid ,ছাগলছানা,
1513,kill ,হত্যা,
1514,kilometre ,কিলোমিটার,
1515,kind ,সদয়,
1516,king ,রাজা,
1517,kiss ,চুম্বন,
1518,kit ,কিট,
1519,kitchen ,রান্নাঘর,
1520,knee ,হাঁটু,
1521,knife ,ছুরি,
1522,knock ,ঠক্ঠক্,
1523,know ,জানুন,
1524,knowledge ,জ্ঞান,
1525,known ,পরিচিত,
1526,lab ,ল্যাব,
1527,label ,লেবেল,
1528,laboratory ,পরীক্ষাগার,
1529,labour ,শ্রম,
1530,lack ,অভাব,
1531,lad ,ছেলে,
1532,ladder ,মই,
1533,lady ,মহিলা,
1534,lake ,হ্রদ,
1535,lamb ,মেষশাবক,
1536,lamp ,বাতি,
1537,land ,জমি,
1538,landlord ,জমিদার,
1539,landscape ,ল্যান্ডস্কেপ,
1540,lane ,গলি,
1541,language ,ভাষা,
1542,large ,বড়,
1543,largely ,মূলত,
1544,last ,শেষ,
1545,late ,দেরী,
1546,later ,পরে,
1547,latter ,পরবর্তী,
1548,laugh ,হাসি,
1549,launch ,শুরু করা,
1550,law ,আইন,
1551,lawyer ,আইনজীবী,
1552,lay ,পাড়া,
1553,layer ,স্তর,
1554,lazy ,অলস,
1555,lead ,সীসা,
1556,leader ,নেতা,
1557,leadership ,নেতৃত্ব,
1558,leading ,নেতৃস্থানীয়,
1559,leaf ,পাত,
1560,league ,লীগ,
1561,lean ,রোগা,
1562,learn ,শিখুন,
1563,least ,কমপক্ষে,
1564,leather ,চামড়া,
1565,leave ,ছেড়ে দিন,
1566,lecture ,বক্তৃতা,
1567,left ,বাম,
1568,leg ,পা,
1569,legal ,আইনী,
1570,legislation ,আইন,
1571,leisure ,অবসর,
1572,lend ,ধার,
1573,length ,দৈর্ঘ্য,
1574,less ,কম,
1575,lesson ,পাঠ,
1576,let ,দিন,
1577,letter ,চিঠি,
1578,level ,স্তর,
1579,liberal ,উদার,
1580,library ,গ্রন্থাগার,
1581,licence ,লাইসেন্স,
1582,lick ,চাটুন,
1583,lid ,ঢাকনা,
1584,lie ,মিথ্যা,
1585,life ,জীবন,
1586,lift ,উত্তোলন,
1587,light ,আলো,
1588,lighting ,আলো,
1589,like ,পছন্দ,
1590,likely ,সম্ভবত,
1591,limit ,সীমা,
1592,limitation ,সীমাবদ্ধতা,
1593,limited ,সীমাবদ্ধ,
1594,line ,লাইন,
1595,link ,লিঙ্ক,
1596,lip ,ঠোঁট,
1597,liquid ,তরল,
1598,list ,তালিকা,
1599,listen ,শোনো,
1600,literally ,আক্ষরিক অর্থে,
1601,literary ,সাহিত্যিক,
1602,literature ,সাহিত্য,
